region,transportation_type,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25
Norway,transit,100.0,103.33,102.63,106.54,118.12,117.65,107.06,106.9,106.04,108.67,108.15,115.52,125.04,112.65,106.31,106.06,103.15,101.91,117.04,129.4,115.77,101.54,107.47,112.5,115.49,121.35,129.0,114.92,109.8,110.88,110.94,111.25,119.14,121.68,111.92,115.37,112.58,111.39,119.95,119.96,123.0,114.14,105.86,103.2,107.58,106.18,114.45,119.83,109.7,101.61,100.95,107.91,105.5,110.04,111.71,100.39,93.39,88.36,78.62,56.74,44.42,39.74,32.91,30.71,31.19,29.63,28.04,30.97,30.54,32.88,31.74,30.74,30.96,31.17,32.13,31.12,31.04,33.88,34.08,33.88,31.43,31.38,32.64,32.94,36.26,35.07,36.43,35.65,36.35,31.09,37.23,41.67,41.23,45.35,41.48,43.72,42.25,46.41,47.91,50.36,51.16,49.83,47.37,43.94,48.34,47.27,48.01,52.31,47.18,47.27,48.91,52.53,57.17,55.44,56.87,54.87,56.98,56.9,56.35,,,59.73,59.04,57.02,53.85,58.54,60.28,66.59,65.26,66.35,65.03,60.66,69.42,69.16
Norway,walking,100.0,101.67,106.64,112.36,125.0,151.14,97.13,100.05,105.47,111.33,111.55,128.31,149.82,93.42,93.52,100.93,102.08,105.39,125.36,146.09,98.38,98.95,101.5,105.74,114.21,134.48,147.11,84.24,104.17,110.3,112.89,117.0,135.62,151.0,87.75,106.78,108.68,112.33,104.2,129.65,142.7,95.05,99.84,104.47,106.49,107.21,127.08,134.15,84.6,97.44,99.59,103.92,117.17,126.12,133.68,80.99,93.36,89.19,89.43,70.85,61.01,53.76,36.73,50.86,51.59,53.44,55.24,58.9,62.58,51.25,50.51,49.21,52.63,56.75,57.49,60.4,54.9,59.73,60.81,59.26,56.5,65.04,62.01,54.89,74.38,74.17,64.54,67.45,67.97,44.77,56.79,55.46,59.34,72.18,70.56,76.11,79.97,80.64,83.64,90.22,86.79,84.53,74.38,78.86,72.67,64.22,72.91,81.09,74.95,72.16,83.82,78.55,84.29,86.28,91.72,89.41,91.25,95.56,71.22,,,89.94,91.63,93.48,85.28,90.65,81.35,95.74,99.14,93.35,102.03,95.19,80.8,102.34
Philippines,driving,100.0,100.24,103.21,103.05,118.16,106.21,102.14,96.36,99.39,98.52,107.16,133.99,112.1,102.12,92.9,91.66,91.15,90.35,102.45,95.24,86.73,83.64,82.17,81.29,87.72,107.52,96.73,88.15,83.01,84.3,84.8,90.36,114.94,100.02,91.69,86.92,88.97,86.9,90.84,108.61,102.0,93.46,95.18,86.95,83.34,84.11,105.69,94.34,85.29,78.76,78.13,77.74,82.83,102.67,93.65,80.64,71.25,67.78,60.2,53.63,63.58,48.06,36.39,35.76,30.72,26.86,23.55,21.6,20.26,19.89,19.51,18.94,18.71,18.52,18.06,17.67,17.98,17.56,17.71,17.1,17.45,17.31,17.06,19.37,19.05,20.37,18.2,17.37,18.34,18.02,19.83,19.55,20.04,19.37,19.94,19.23,17.85,18.39,18.03,18.95,18.37,18.43,18.18,18.09,19.46,19.93,20.3,19.99,21.36,20.64,19.64,21.42,21.75,20.81,20.99,21.67,22.01,20.7,21.78,,,24.49,24.31,26.21,27.27,29.98,29.94,29.5,30.12,31.07,30.9,27.71,29.73,31.65
Philippines,transit,100.0,98.82,101.03,97.04,104.79,96.78,101.63,100.43,101.46,106.43,107.95,116.78,95.34,91.41,93.62,87.09,90.46,84.23,89.9,82.7,79.31,81.99,84.64,82.75,89.09,91.32,88.25,84.16,82.32,80.73,86.53,85.97,99.05,91.34,88.61,85.04,84.55,84.49,83.67,91.19,82.81,86.92,86.12,85.2,78.3,79.57,91.83,79.89,78.3,75.4,74.41,74.41,77.72,85.69,78.15,77.24,67.45,62.03,54.84,47.18,50.51,37.9,33.11,28.6,29.01,25.55,23.08,19.98,22.88,20.46,19.72,18.16,19.47,20.59,18.67,17.92,19.15,19.7,18.54,17.49,19.49,18.69,17.47,22.3,20.16,34.53,20.13,20.95,20.99,20.35,21.7,22.47,21.04,19.47,20.52,20.09,19.96,18.69,18.65,19.49,20.48,18.56,18.61,17.92,19.66,19.4,19.49,20.09,21.27,21.25,20.76,19.79,21.1,19.64,18.41,19.0,18.48,18.26,19.0,,,19.94,21.55,21.36,23.25,22.65,23.91,22.56,23.25,24.04,25.93,21.74,23.48,23.42
Philippines,walking,100.0,105.29,110.42,113.7,126.92,117.15,115.68,112.73,116.09,118.54,126.51,156.07,131.56,116.85,108.88,108.25,108.9,106.76,112.81,106.03,98.37,93.63,92.65,91.46,93.74,112.94,103.0,93.6,89.2,92.04,91.49,98.33,126.68,110.69,95.59,93.09,96.74,92.38,97.79,108.2,102.15,97.81,94.48,88.54,86.74,88.01,106.72,97.38,85.61,82.84,81.11,83.5,86.4,102.51,87.42,81.13,73.01,66.03,64.8,56.67,53.41,43.03,37.48,47.09,47.76,41.32,35.21,31.85,31.04,27.38,26.77,25.16,26.74,24.79,25.66,23.84,25.53,23.1,21.88,21.93,21.6,23.04,20.77,25.51,24.65,29.2,22.79,21.3,22.28,21.03,22.53,22.32,22.14,21.67,22.49,22.08,20.19,21.09,21.35,21.07,20.99,21.0,20.66,20.28,20.92,20.84,21.3,21.97,23.0,22.56,21.29,21.99,23.24,22.43,22.75,23.06,24.84,22.65,23.07,,,26.77,25.88,27.69,29.08,32.69,31.69,31.82,32.37,32.18,32.4,29.79,31.31,33.39
Poland,driving,100.0,101.09,103.79,108.02,122.96,110.25,97.99,102.17,101.87,103.91,106.6,120.92,109.57,97.06,102.26,101.66,105.25,107.4,121.13,110.21,98.24,104.68,104.75,107.42,110.14,127.72,123.46,106.91,107.18,105.5,107.51,112.8,136.51,126.18,111.76,110.33,109.42,112.25,113.5,127.95,115.87,103.59,104.7,106.9,104.46,107.81,122.21,104.55,99.16,101.58,101.5,101.92,104.6,119.81,102.53,96.15,96.24,93.93,88.81,77.49,69.31,50.63,42.34,45.09,45.27,46.22,44.21,43.4,35.54,33.92,39.98,41.65,36.15,37.32,39.82,36.7,31.42,36.85,37.38,36.33,35.78,36.6,29.51,30.2,37.44,39.56,41.94,43.48,40.34,25.88,19.78,26.98,40.16,42.75,43.04,45.54,37.09,37.55,51.06,53.08,55.11,58.92,61.28,50.78,55.53,61.38,65.66,63.44,72.65,57.35,59.62,63.73,67.18,65.92,68.22,74.57,86.41,81.65,89.58,,,76.44,77.92,87.95,77.19,83.4,82.02,84.98,89.87,95.13,100.67,84.05,86.67,88.79
Poland,walking,100.0,98.98,106.14,108.21,125.44,127.23,94.38,103.25,102.27,98.73,105.54,127.56,122.84,86.68,101.08,97.71,93.92,103.17,130.87,132.36,94.84,107.99,102.45,105.21,107.15,132.31,138.24,101.55,103.19,104.69,106.34,120.41,153.65,151.64,111.39,123.96,120.41,122.87,128.8,137.91,141.61,89.85,108.53,115.05,110.24,114.95,143.57,139.04,101.95,104.14,105.4,102.14,113.93,139.0,140.02,104.38,101.3,98.0,89.47,76.19,65.38,37.67,33.35,33.27,35.77,38.98,33.37,31.39,24.7,22.38,27.59,28.43,24.24,25.21,29.12,31.9,20.97,23.61,24.37,22.57,23.09,23.16,20.6,19.37,25.1,27.25,27.56,28.93,27.81,19.76,16.22,15.9,23.52,25.91,27.57,29.85,26.47,24.46,38.18,38.74,40.87,45.74,45.26,36.43,40.75,46.77,51.67,41.22,48.79,39.34,44.84,41.63,47.97,42.65,42.84,52.25,62.99,69.15,67.4,,,50.93,51.33,60.76,60.41,59.86,61.23,62.82,69.86,72.62,78.0,66.37,54.71,61.5
Portugal,driving,100.0,98.87,98.6,101.02,116.97,124.07,107.25,99.11,100.59,100.62,101.74,116.73,127.65,107.63,98.26,100.63,100.89,108.16,123.61,131.86,116.13,108.11,107.63,114.07,115.19,133.97,141.11,121.32,116.64,114.0,115.95,119.56,151.81,157.05,130.4,123.16,121.3,122.04,124.48,146.89,161.0,151.23,148.82,122.44,122.69,121.11,137.48,139.29,117.51,109.9,111.21,112.75,115.23,132.27,148.35,119.55,107.63,104.44,99.32,83.92,77.63,63.77,45.72,42.91,36.97,34.09,25.37,23.05,20.09,18.49,21.86,22.6,22.97,22.11,24.01,20.84,17.95,21.15,22.59,22.27,24.47,24.97,20.79,17.4,23.48,25.35,27.97,21.94,17.58,18.04,16.78,21.54,28.86,27.83,26.62,29.48,27.27,24.61,26.56,28.66,29.74,30.69,32.13,28.66,26.03,31.42,32.54,32.71,37.18,25.16,28.04,30.95,42.97,44.54,45.43,45.55,49.34,44.62,41.53,,,45.35,46.49,52.4,59.51,58.52,54.84,56.86,59.19,62.19,69.28,76.69,74.85,63.83
Portugal,walking,100.0,93.44,93.92,96.73,126.34,139.72,109.99,103.41,103.45,101.53,107.45,125.57,146.54,107.71,99.39,102.94,105.28,100.36,130.61,151.97,123.14,123.49,119.75,120.97,127.68,158.25,166.27,125.03,127.67,126.03,124.72,135.21,182.23,195.54,140.03,148.49,145.88,146.13,144.58,174.88,196.41,166.78,184.18,140.22,140.09,143.13,172.03,174.27,125.13,130.3,125.47,131.21,139.83,167.22,180.98,132.29,133.65,130.08,120.96,103.62,99.85,86.58,51.54,40.36,28.43,23.06,15.8,11.92,11.63,11.29,12.41,12.67,13.38,12.5,13.18,12.34,11.15,10.58,12.08,11.47,15.8,15.92,13.43,10.21,13.82,15.6,15.33,13.57,12.9,13.38,12.23,13.77,14.95,14.4,13.26,15.25,16.27,14.54,13.43,15.9,16.26,17.7,17.39,16.96,14.78,17.06,17.68,16.3,19.61,15.96,19.6,21.59,23.15,26.17,25.76,27.23,27.29,20.89,20.34,,,22.74,23.75,28.91,30.73,27.03,31.23,30.75,31.44,33.03,36.66,35.92,31.21,32.81
Republic of Korea,driving,100.0,98.53,101.94,108.13,122.17,113.73,110.31,108.45,105.33,112.78,134.89,132.5,133.36,119.25,101.94,97.54,95.77,104.55,106.2,83.78,80.08,80.06,77.33,76.93,76.81,85.16,79.42,79.03,81.57,80.72,84.53,85.16,96.68,83.25,76.41,78.7,82.67,81.38,79.4,79.63,67.53,64.55,62.29,62.25,61.46,55.92,55.41,51.12,52.72,52.48,53.41,52.79,53.55,57.92,55.26,56.98,53.45,56.01,54.97,55.19,60.69,54.44,53.37,52.49,54.39,53.18,54.92,65.77,59.72,55.75,56.17,56.38,55.21,54.29,62.41,60.07,56.55,56.24,58.4,59.07,59.06,71.97,65.09,58.14,60.28,59.74,59.07,58.76,69.49,60.85,57.41,59.57,68.22,58.92,58.76,68.86,64.38,55.0,59.43,57.6,60.3,63.5,71.99,72.07,63.2,63.63,67.8,93.02,89.85,89.36,81.04,81.83,80.48,69.54,72.99,74.56,80.8,72.02,69.08,,,71.25,69.4,79.62,81.04,74.8,65.54,72.66,75.26,77.62,93.66,84.92,76.81,75.39
Republic of Korea,walking,100.0,101.26,104.37,109.61,128.68,124.37,113.47,108.11,104.4,100.02,102.91,103.55,112.88,105.85,100.29,103.57,99.09,109.83,110.04,87.13,78.41,79.0,74.19,69.37,72.17,83.12,80.64,77.53,80.29,76.27,81.82,84.33,94.45,78.61,67.55,75.78,79.84,79.71,75.08,71.52,62.77,57.99,51.5,54.24,50.56,41.83,40.67,38.09,39.13,37.82,37.45,35.81,39.03,39.29,40.01,43.69,35.61,39.77,39.24,43.04,43.48,39.21,37.78,37.25,39.14,37.37,39.5,49.45,45.47,43.47,41.14,42.81,40.62,39.1,45.8,44.31,42.05,41.88,43.68,42.13,44.39,50.92,43.89,43.4,40.23,41.09,41.29,44.61,51.64,42.6,41.57,42.92,54.34,43.37,39.07,50.73,46.58,35.38,40.37,37.92,40.8,43.15,55.51,56.25,44.0,43.03,46.21,58.19,61.06,62.77,55.76,52.27,54.8,51.74,53.19,54.69,47.55,51.06,48.4,,,47.93,44.27,51.78,54.35,44.71,38.55,45.93,48.25,50.14,58.54,56.58,48.44,45.24
Romania,driving,100.0,98.15,98.69,99.2,107.51,98.25,93.67,96.71,95.43,95.58,103.59,105.27,96.56,97.4,92.93,91.87,91.41,94.44,100.48,95.8,94.46,92.1,92.72,93.78,89.84,100.86,94.28,93.56,93.72,96.11,98.29,101.33,116.74,105.11,105.2,100.8,99.18,102.38,105.7,115.4,103.33,102.36,96.28,94.67,95.03,93.6,104.1,91.31,89.29,89.36,92.22,92.5,92.41,104.37,95.31,87.57,84.96,82.48,77.04,68.92,64.27,48.99,46.41,48.01,46.57,45.23,43.4,44.0,35.68,32.11,31.61,31.88,25.69,25.83,25.29,21.3,22.94,28.56,28.38,28.29,28.66,28.21,23.8,25.33,29.72,30.76,31.29,31.13,31.44,24.93,26.6,32.88,34.35,35.52,34.22,28.5,22.38,18.78,25.36,32.29,34.86,36.22,35.73,28.88,32.04,37.36,38.76,40.47,38.31,31.36,30.87,32.63,41.55,41.93,43.54,43.24,42.74,35.86,39.75,,,48.67,53.86,70.42,64.21,68.0,71.71,70.11,71.33,74.06,76.66,68.57,67.35,73.93
Romania,walking,100.0,101.42,100.81,101.64,114.16,102.93,80.24,102.39,102.24,104.13,106.73,108.96,105.66,85.52,102.78,104.89,101.12,103.97,113.05,119.15,96.56,107.98,99.25,90.75,96.8,108.95,99.35,86.62,104.43,104.31,106.83,121.23,137.89,122.75,105.19,123.52,126.8,116.39,122.2,133.69,119.34,103.76,118.97,125.1,123.46,109.2,126.74,111.68,95.27,114.12,114.45,113.32,109.0,128.67,125.95,78.91,99.57,94.06,87.21,80.52,71.55,45.56,35.94,41.74,39.11,36.59,35.93,33.95,27.63,21.29,23.77,23.53,19.33,18.82,19.95,17.15,16.95,19.45,20.67,22.36,24.42,22.75,17.0,17.66,23.19,23.85,24.49,23.7,23.68,21.07,19.68,24.16,26.18,26.96,26.04,23.88,18.41,13.91,19.31,23.43,26.11,29.33,29.51,21.61,25.99,30.33,29.61,30.7,30.53,24.99,24.84,22.96,31.93,32.66,29.47,30.64,34.45,28.8,30.86,,,37.97,45.61,64.89,59.83,56.96,71.62,69.82,61.2,67.22,69.92,59.52,47.82,67.84
Russia,driving,100.0,101.13,102.0,103.86,111.2,107.34,102.74,102.88,105.62,106.04,106.18,114.4,107.62,104.16,105.06,106.76,105.36,107.26,114.67,107.35,103.63,103.43,105.31,107.4,108.56,113.51,105.89,102.91,105.67,108.03,109.87,112.41,124.25,113.37,107.96,107.44,111.0,112.54,117.7,132.56,119.17,98.03,110.32,107.76,109.73,112.49,118.32,110.44,104.5,103.4,108.29,109.96,116.65,130.31,119.01,101.35,113.87,108.58,109.8,107.6,114.46,108.95,100.08,101.1,103.54,100.43,100.26,106.16,93.22,90.74,93.79,94.91,94.43,95.15,102.53,76.99,65.35,59.68,54.1,47.14,46.17,49.35,45.98,47.82,53.17,57.15,57.54,59.5,62.77,55.68,55.92,59.94,61.43,59.61,58.43,60.45,52.15,50.24,58.62,60.48,60.61,61.54,64.28,58.11,58.5,64.88,67.19,70.31,77.78,67.56,63.76,62.77,66.26,70.62,71.43,73.71,76.36,63.17,66.75,,,79.54,81.21,87.33,78.65,78.27,83.07,85.67,86.02,85.9,91.96,83.19,84.78,91.02
Russia,walking,100.0,103.91,102.6,105.07,114.14,112.0,97.02,104.61,104.74,105.48,103.19,112.4,110.04,99.34,105.72,107.23,107.95,105.88,113.54,109.15,95.75,103.36,106.3,105.84,104.71,104.39,104.28,96.26,106.63,109.49,112.52,116.65,128.39,121.28,105.52,111.89,118.29,119.69,127.32,136.11,124.75,99.97,102.01,110.01,110.99,113.25,120.28,116.52,104.35,108.18,109.66,114.53,117.97,124.12,128.22,112.37,111.55,114.92,114.62,115.19,115.3,113.78,91.12,97.95,98.73,93.53,93.77,93.74,82.56,76.79,84.84,86.66,90.48,88.23,87.26,65.51,53.22,46.03,40.93,36.45,36.55,39.47,38.13,36.69,42.56,48.01,46.66,48.55,49.91,44.62,43.06,49.81,46.97,46.52,45.2,47.28,42.35,40.16,47.24,48.33,47.84,48.95,50.71,46.9,46.99,50.97,52.59,54.12,58.16,54.03,52.86,51.28,54.75,58.21,58.7,61.36,61.07,53.51,54.54,,,65.52,66.57,69.77,63.91,63.37,69.13,71.07,70.35,68.9,71.52,67.45,69.03,81.37
Saudi Arabia,driving,100.0,99.96,97.57,100.88,98.07,83.17,74.13,74.99,76.08,78.25,90.34,92.76,76.29,72.21,82.43,82.12,87.18,110.78,113.37,86.9,79.03,80.53,82.08,86.23,109.87,117.25,88.62,80.81,82.96,83.03,88.06,107.56,110.57,85.45,76.86,79.12,78.7,83.82,105.19,109.71,82.14,76.5,77.67,79.43,86.19,114.36,124.63,89.83,82.2,82.18,84.53,87.61,112.35,115.64,84.32,73.81,81.75,87.86,90.62,95.18,91.31,76.18,68.53,64.75,62.61,62.68,63.68,59.74,49.4,44.73,35.69,38.86,41.65,42.49,40.76,41.49,40.97,42.0,41.13,42.77,41.52,40.67,42.22,42.68,40.41,38.64,41.62,39.81,40.22,41.6,43.19,40.3,40.43,40.98,38.23,38.76,40.04,41.83,43.09,42.77,44.63,39.31,31.79,33.99,37.79,42.28,44.47,46.03,45.05,46.95,46.68,46.27,48.64,47.57,49.58,48.17,45.18,49.64,51.41,,,52.31,52.5,48.82,52.13,54.13,55.87,56.46,60.54,64.94,58.92,36.79,34.72,40.03
Saudi Arabia,walking,100.0,98.89,95.7,97.9,95.85,85.63,76.35,80.04,78.2,78.56,87.54,89.36,77.5,73.48,83.61,82.07,86.34,102.32,106.94,88.3,81.7,81.35,81.53,82.88,101.32,110.23,92.78,82.59,84.58,85.17,88.39,101.21,102.07,84.86,77.54,79.96,76.02,83.26,98.51,101.85,81.05,74.89,76.1,79.83,82.42,109.9,117.13,92.4,84.1,82.57,82.65,82.96,104.87,107.1,83.46,74.9,85.73,88.09,87.08,90.06,90.87,75.64,69.54,66.75,66.14,65.63,65.29,63.19,53.92,49.86,44.36,46.01,48.52,51.02,49.64,49.35,47.97,52.41,48.56,50.36,47.96,48.54,49.61,49.92,47.56,49.96,63.08,51.94,49.24,48.47,52.25,49.08,47.09,50.34,47.45,45.69,47.41,49.09,49.97,49.52,53.35,51.35,41.53,42.74,44.04,52.28,53.22,54.36,51.32,54.35,54.13,53.21,57.91,54.69,55.73,56.38,52.96,58.86,59.07,,,60.18,60.38,59.4,61.23,61.55,61.07,63.99,67.6,68.16,65.03,47.59,50.04,54.02
Serbia,driving,100.0,92.27,100.9,97.59,106.79,108.43,95.39,90.05,93.26,90.87,91.91,101.85,103.84,98.02,91.87,88.23,90.02,90.26,99.97,110.43,100.38,91.19,90.47,88.18,91.08,101.36,107.92,103.15,93.28,92.82,96.5,101.03,124.44,121.0,113.23,112.67,95.3,98.57,100.69,113.03,118.52,105.11,89.74,91.5,89.75,92.49,104.89,111.59,106.27,90.39,89.5,90.03,91.33,104.78,114.25,98.59,87.83,83.48,73.01,71.31,71.06,62.42,51.57,43.66,39.0,35.23,33.87,37.22,32.35,25.81,26.17,23.14,23.38,25.31,26.92,27.23,22.52,28.36,29.01,28.98,27.62,30.62,21.55,22.06,30.2,29.53,29.47,32.63,31.3,20.49,23.29,35.13,33.78,33.71,33.84,28.38,19.39,20.08,26.9,42.32,37.57,40.24,38.58,21.19,27.07,43.5,46.39,45.91,47.26,28.29,38.74,44.45,50.96,49.45,47.78,58.25,63.88,66.94,65.82,,,59.9,62.14,67.87,72.46,63.01,61.31,61.09,64.38,72.56,75.89,77.76,63.56,72.03
Serbia,walking,100.0,90.46,93.49,96.7,108.13,113.43,79.56,91.82,96.72,100.02,102.75,114.24,117.3,96.79,99.6,98.62,98.94,104.62,113.15,128.07,102.0,104.57,95.38,88.06,94.35,111.1,113.83,91.38,94.44,92.15,101.14,104.88,125.65,119.63,99.16,97.27,98.22,109.34,110.2,114.46,116.93,87.45,101.41,101.01,93.47,93.43,107.63,142.25,99.91,105.54,91.65,99.45,106.81,113.19,118.53,78.41,101.65,92.06,86.79,84.66,78.15,63.84,44.41,38.01,38.14,32.62,31.61,30.14,29.96,21.39,22.58,19.78,17.85,19.13,23.96,25.08,22.16,23.5,25.72,24.38,27.68,27.92,21.41,18.6,27.37,27.79,23.41,27.9,26.71,18.73,20.99,31.9,25.48,36.89,30.93,27.15,17.32,16.2,24.23,39.59,35.77,40.12,36.01,18.07,24.97,41.68,44.14,40.76,38.29,25.46,31.7,40.43,49.44,48.85,46.34,53.97,55.35,56.61,54.5,,,62.43,63.51,66.04,63.75,50.08,64.12,63.97,55.29,73.51,75.34,71.4,46.52,65.46
Singapore,driving,100.0,101.95,103.48,112.19,124.68,107.62,100.58,104.77,104.16,103.24,97.99,82.12,84.87,85.04,80.35,77.74,79.51,84.99,98.58,89.63,84.3,84.9,87.91,86.66,90.06,96.27,78.64,75.57,77.83,78.98,79.82,84.98,93.03,77.05,73.0,77.12,77.77,79.39,83.23,92.76,81.13,76.11,78.15,79.54,81.05,83.14,93.76,82.91,77.65,79.17,79.24,81.32,85.11,94.99,81.06,77.08,77.37,79.71,78.92,79.9,90.07,78.2,75.54,73.21,78.27,76.03,76.03,82.4,68.64,63.64,65.53,64.92,65.26,66.16,69.19,59.0,60.63,62.49,63.1,62.37,63.77,67.51,60.4,67.85,57.88,41.53,38.14,35.87,37.66,34.53,37.34,36.6,37.98,36.77,38.99,40.78,36.59,38.2,36.78,37.47,37.36,38.4,37.86,34.48,35.94,36.99,37.18,38.37,37.49,39.94,36.42,38.38,39.6,40.14,38.84,43.15,44.61,45.58,42.86,,,42.48,44.11,47.99,42.49,42.77,43.19,43.42,43.87,45.83,48.89,44.45,38.78,42.79
Singapore,transit,100.0,98.45,96.46,105.04,120.4,107.33,93.66,92.37,92.08,91.49,93.31,77.19,77.7,80.27,77.87,73.42,69.6,76.26,90.92,79.48,73.83,77.39,79.2,75.15,76.62,82.71,68.72,62.02,65.32,66.01,67.32,71.54,79.96,67.16,62.47,64.09,65.28,65.97,69.44,79.72,71.6,64.17,64.06,65.47,70.42,71.92,81.48,72.34,67.37,68.05,69.37,69.48,73.18,81.88,71.49,65.74,66.03,68.47,68.05,68.33,79.59,68.72,67.93,65.47,66.84,65.88,65.29,68.99,57.98,51.17,51.62,50.2,48.44,48.45,49.52,41.9,43.9,43.79,45.57,44.39,42.86,42.04,38.73,39.92,31.11,20.82,18.3,15.71,15.42,14.46,15.79,13.99,14.16,12.77,13.18,13.93,12.37,13.76,12.99,12.61,12.12,12.17,12.57,11.74,12.39,13.22,13.11,13.17,12.99,13.27,12.71,14.2,13.72,14.3,13.28,14.91,14.58,13.82,14.49,,,15.11,15.28,16.09,15.17,16.76,16.11,16.29,15.9,16.44,15.75,15.76,15.06,16.76
Singapore,walking,100.0,104.42,104.79,110.5,133.23,122.37,100.68,98.06,101.62,103.46,104.9,97.21,98.59,94.88,85.01,78.54,72.46,81.35,97.23,92.56,76.7,76.38,80.69,80.86,83.76,96.94,84.66,67.46,65.72,63.56,68.26,73.74,89.89,78.75,64.12,66.4,66.27,69.15,69.64,84.98,78.55,63.35,63.19,66.4,68.18,69.5,85.62,79.27,65.92,65.31,65.96,68.43,69.33,84.43,75.32,62.08,62.11,64.7,63.38,64.32,79.65,71.84,61.54,57.76,61.79,59.05,60.35,70.86,59.69,47.5,45.79,47.03,48.46,47.28,54.72,50.0,45.79,43.32,47.08,45.28,44.38,52.39,52.34,51.39,42.6,32.36,30.95,34.31,34.88,36.09,32.33,27.87,27.23,25.82,28.2,30.0,30.72,29.35,27.92,27.71,27.53,25.31,25.87,27.17,25.06,25.66,26.32,26.11,27.22,29.64,29.03,27.62,27.35,28.69,28.99,31.21,33.3,34.56,29.52,,,29.4,30.3,34.17,31.67,30.82,29.73,29.48,30.41,30.78,34.0,34.8,32.95,32.12
Slovakia,driving,100.0,101.89,100.42,100.04,109.34,98.69,94.91,95.38,99.44,101.42,102.73,119.31,99.99,96.78,98.29,101.22,100.6,101.16,113.27,96.94,101.62,103.84,104.3,100.71,106.38,117.68,108.21,105.76,100.43,104.5,110.66,110.58,127.24,119.69,112.7,104.5,107.99,111.44,112.03,122.63,107.5,106.68,103.01,105.1,106.02,105.13,112.45,90.88,92.63,98.39,101.52,106.83,107.18,111.0,91.05,90.48,86.81,83.1,77.78,70.13,58.52,43.65,42.59,42.59,45.02,46.27,48.54,49.77,36.0,39.63,43.75,46.58,47.58,51.2,56.31,53.08,50.72,52.41,55.05,57.23,58.71,59.76,52.44,59.09,63.27,74.45,43.78,38.23,30.44,31.24,34.41,39.93,68.71,71.72,73.24,74.63,64.27,60.72,70.21,72.28,73.89,78.38,76.76,64.45,76.78,74.29,78.7,73.39,78.5,66.48,70.85,73.32,79.23,80.73,82.15,91.96,88.75,84.66,88.82,,,86.99,86.08,88.8,83.2,89.74,90.95,94.29,99.89,101.0,102.85,78.99,90.84,90.92
Slovakia,transit,100.0,90.14,96.37,93.12,97.58,96.28,93.21,92.37,85.49,96.56,94.79,109.21,106.7,103.53,91.07,92.0,96.19,98.33,107.07,96.93,103.91,102.05,94.88,101.49,103.35,106.51,106.05,102.79,105.02,97.95,101.58,94.6,111.91,110.33,102.23,117.77,114.14,109.86,105.77,112.47,97.3,112.47,95.72,109.49,100.74,101.49,106.05,83.63,84.37,100.19,96.74,92.28,92.28,94.6,87.81,81.4,70.51,63.44,55.63,57.49,36.65,32.65,35.26,30.98,34.33,30.14,36.93,34.05,29.86,28.84,28.56,25.12,32.37,34.33,36.28,35.35,35.53,32.93,32.09,33.77,34.33,32.84,35.07,46.14,39.07,40.19,33.4,45.12,36.74,38.6,42.14,36.84,38.79,48.47,45.58,48.56,48.09,43.91,43.35,47.16,43.16,49.49,45.67,46.79,54.6,50.79,52.28,47.53,42.33,48.93,55.07,46.51,48.19,50.98,45.95,49.95,57.4,53.3,64.0,,,55.26,45.49,51.35,51.07,66.14,59.81,59.16,63.07,67.35,63.16,47.44,62.7,55.44
